Raw,Time,Amplitude
b'31',6.9735837,49
b'41',6.973626,65
b'18',6.9736686,24
b'C1',6.9737105,193
b'59',6.9737531,89
b'88',6.9737949,136
b'1A',6.9738362,26
b'A8',6.973878,168
b'21',6.9739259,33
b'EB',6.9739688,235
b'77',6.9740159,119
b'27',6.9740582,39
b'C6',6.9741377,198
b'D2',6.9741808,210
b'6B',6.9742224,107
b'6D',6.9742631,109
b'28',6.9743042,40
b'A6',6.9743454,166
b'03',6.9743872,3
b'1C',6.9773465,28
b'51',6.977584,81
b'44',6.9776447,68
b'D3',6.9776887,211
b'16',6.9777316,22
b'1E',6.9777744,30
b'19',6.9778184,25
b'6B',6.9778599,107
b'F1',6.9779013,241
b'07',6.9779507,7
b'61',6.9779977,97
b'18',6.9780394,24
b'87',6.9781,135
b'15',6.9781559,21
b'88',6.9782352,136
b'01',6.9782737,1
b'B9',6.9783127,185
b'7A',6.9783509,122
b'1E',6.9783894,30
b'A7',6.9784275,167
b'22',6.9784656,34
b'4B',6.9785031,75
b'68',6.9785415,104
b'32',6.9785788,50
b'D5',6.9813707,213
b'34',6.9815014,52
b'8E',6.9815436,142
b'41',6.981583,65
b'59',6.981622,89
b'11',6.9816673,17
b'2C',6.9817074,44
b'63',6.9817455,99
b'12',6.9817837,18
b'2F',6.981822,47
b'60',6.9818598,96
b'12',6.9818991,18
b'25',6.9819387,37
b'6A',6.9819777,106
b'13',6.9820167,19
b'1A',6.9820549,26
b'83',6.9821106,131
b'15',6.9821663,21
b'10',6.982204,16
b'8B',6.9822426,139
b'16',6.9822814,22
b'98',6.982319,152
b'71',6.9823573,113
b'79',6.9823951,121
b'80',6.9855612,128
b'1B',6.9857535,27
b'97',6.9857942,151
b'92',6.9858374,146
b'2A',6.9858766,42
b'6A',6.9859236,106
b'2E',6.9859636,46
b'B5',6.9860017,181
b'C3',6.9860399,195
b'9C',6.9860776,156
b'42',6.9861147,66
b'47',6.9861904,71
b'C3',6.9862282,195
b'85',6.9862664,133
b'9E',6.9863059,158
b'22',6.9863446,34
b'70',6.9863826,112
b'11',6.9864208,17
b'D8',6.9864583,216
b'61',6.986496,97
b'48',6.9865343,72
b'81',6.9865722,129
b'1A',6.9866101,26
b'97',6.9866482,151
b'82',6.9895129,130
b'0A',6.9896524,10
b'75',6.9896972,117
b'27',6.9897395,39
b'B6',6.9897807,182
b'C2',6.9898201,194
b'BC',6.9898605,188
b'60',6.9899031,96
b'35',6.9899442,53
b'D5',6.9899924,213
b'04',6.9901027,4
b'B1',6.9901799,177
b'04',6.9902209,4
b'94',6.9902615,148
b'91',6.9903021,145
b'04',6.9903428,4
b'B5',6.9903832,181
b'11',6.9904236,17
b'03',6.9904641,3
b'76',6.9905057,118
b'51',6.9905561,81
b'12',6.9905976,18
b'D6',6.9906387,214
b'F1',6.9906795,241
b'22',6.9936899,34
b'26',6.9938874,38
b'C1',6.9939341,193
b'12',6.9939771,18
b'56',6.9940204,86
b'81',6.9940633,129
b'12',6.9941041,18
b'76',6.9941837,118
b'41',6.9942252,65
b'02',6.9942662,2
b'96',6.9943082,150
b'1E',6.9943505,30
b'2B',6.9943939,43
b'5D',6.9944359,93
b'10',6.994477,16
b'20',6.9945181,32
b'67',6.9946329,103
b'10',6.9946935,16
b'15',6.9947433,21
b'70',6.9947899,112
b'11',6.9948364,17
b'C8',6.9948809,200
b'51',6.9949276,81
b'57',6.9949703,87
b'80',6.9977862,128
b'17',6.9979881,23
b'87',6.9980344,135
b'A1',6.998076,161
b'C9',6.9981186,201
b'73',6.9981959,115
b'26',6.9982348,38
b'B6',6.9982735,182
b'33',6.9983133,51
b'5C',6.9983523,92
b'56',6.9983916,86
b'43',6.9984308,67
b'E3',6.9984703,227
b'A4',6.9985132,164
b'BF',6.9985555,191
b'30',6.9985945,48
b'6A',6.9986346,106
b'12',6.9986732,18
b'26',6.998711,38
b'74',6.998749,116
b'14',6.9987873,20
b'1D',6.998825,29
b'80',6.9988639,128
b'15',6.9989028,21
b'98',6.9989422,152
b'71',7.0018872,113
b'8A',7.0021157,138
b'85',7.0022013,133
b'1C',7.0022434,28
b'A7',7.0022932,167
b'F2',7.0023361,242
b'1B',7.0023782,27
b'72',7.0024188,114
b'2C',7.0024601,44
b'C6',7.0025009,198
b'72',7.0025399,114
b'FD',7.0025798,253
b'58',7.002619,88
b'39',7.0026589,57
b'D5',7.0026981,213
b'04',7.0027356,4
b'7E',7.0027747,126
b'3D',7.0028146,61
b'58',7.0028534,88
b'F1',7.002892,241
b'87',7.0029306,135
b'C1',7.0029688,193
b'1E',7.0030079,30
b'85',7.0030464,133
b'15',7.0059375,21
b'77',7.00613,119
b'D1',7.0062054,209
b'B8',7.0062459,184
b'7B',7.0062871,123
b'1E',7.0063257,30
b'97',7.0063638,151
b'42',7.0064025,66
b'1A',7.0064439,26
b'6B',7.0064816,107
b'29',7.0065192,41
b'B6',7.0065568,182
b'03',7.0065942,3
b'9D',7.0066311,157
b'48',7.006668,72
b'52',7.0067053,82
b'F3',7.0067424,243
b'36',7.0067795,54
b'61',7.006817,97
b'21',7.0068552,33
b'C7',7.0068999,199
b'11',7.0069396,17
b'31',7.0069779,49
b'37',7.007016,55
b'C1',7.0100588,193
b'4A',7.0102915,74
b'88',7.0103364,136
b'19',7.0103798,25
b'A8',7.0104223,168
b'31',7.0104681,49
b'BA',7.0105103,186
b'7C',7.0105524,124
b'20',7.0105943,32
b'B7',7.0106353,183
b'42',7.0106758,66
b'BC',7.0107166,188
b'62',7.0107563,98
b'3A',7.0107964,58
b'D5',7.0108393,213
b'34',7.0108814,52
b'8F',7.0109216,143
b'33',7.0109622,51
b'59',7.0110026,89
b'10',7.0110427,16
b'27',7.0110838,39
b'6F',7.0111287,111
b'11',7.0111688,17
b'1C',7.0112096,28
b'79',7.0141326,121
b'12',7.014302,18
b'12',7.0143458,18
b'84',7.014388,132
b'13',7.0144296,19
b'14',7.0144708,20
b'4D',7.0145131,77
b'B5',7.0145554,181
b'13',7.0145968,19
b'AA',7.0146377,170
b'5C',7.0146806,92
b'32',7.0147207,50
b'B5',7.0147611,181
b'E3',7.0148017,227
b'2B',7.0148424,43
b'61',7.0148828,97
b'31',7.0149323,49
b'B6',7.0149844,182
b'33',7.0150275,51
b'1C',7.0150682,28
b'65',7.0151089,101
b'30',7.01515,48
b'C6',7.0151911,198
b'72',7.0152318,114
b'FC',7.0184142,252
b'69',7.0185397,105
b'2E',7.0185819,46
b'C6',7.018621,198
b'B2',7.0186599,178
b'DB',7.0186984,219
b'72',7.0187361,114
b'28',7.0187743,40
b'B7',7.0188125,183
b'32',7.0188506,50
b'7B',7.0188908,123
b'75',7.0189291,117
b'26',7.0189668,38
b'B7',7.0190077,183
b'62',7.0190454,98
b'5A',7.0190835,90
b'76',7.0191228,118
b'23',7.0191608,35
b'A7',7.0191999,167
b'72',7.0192377,114
b'29',7.0193117,41
b'77',7.0193495,119
b'20',7.0193871,32
b'97',7.0194254,151
b'71',7.0223534,113
b'F8',7.0224727,248
b'7B',7.0225128,123
b'1B',7.0225514,27
b'87',7.0225882,135
b'B1',7.0226244,177
b'A7',7.0226599,167
b'7C',7.0226953,124
b'19',7.0227325,25
b'77',7.0227694,119
b'D1',7.0228061,209
b'98',7.0228427,152
b'7F',7.0228791,127
b'19',7.0229162,25
b'88',7.0229525,136
b'01',7.0230022,1
b'98',7.0230461,152
b'81',7.0230847,129
b'19',7.0231215,25
b'98',7.0231583,152
b'31',7.0231955,49
b'79',7.0232327,121
b'87',7.0232694,135
b'17',7.0233059,23
b'B8',7.02654,184
b'81',7.0267431,129
b'71',7.0267886,113
b'B5',7.0268305,181
b'AE',7.0268702,174
b'4E',7.0269089,78
b'45',7.0269472,69
b'E5',7.0269883,229
b'03',7.0270272,3
b'CD',7.0270654,205
b'5B',7.0271034,91
b'3A',7.0271414,58
b'D5',7.0271966,213
b'D3',7.0272523,211
b'9D',7.0272897,157
b'5F',7.0273273,95
b'37',7.027365,55
b'D6',7.0274027,214
b'03',7.0274399,3
b'5C',7.0274773,92
b'61',7.0275143,97
b'33',7.0275517,51
b'B6',7.0275897,182
b'13',7.0276277,19
b'1A',7.0305294,26
b'62',7.03072,98
b'2F',7.0307954,47
b'A6',7.0308408,166
b'32',7.0308821,50
b'D9',7.0309239,217
b'6A',7.030965,106
b'26',7.0310063,38
b'86',7.0310478,134
b'B2',7.031089,178
b'58',7.0311306,88
b'6D',7.0311715,109
b'25',7.0312493,37
b'96',7.0312906,150
b'F2',7.0313314,242
b'49',7.0313727,73
b'71',7.0314141,113
b'24',7.0314551,36
b'97',7.0314987,151
b'32',7.0315406,50
b'3A',7.0315814,58
b'75',7.0316224,117
b'23',7.0316631,35
b'A7',7.0317044,167
b'62',7.0346286,98
b'3A',7.0347651,58
b'7C',7.0348106,124
b'1F',7.0348535,31
b'A7',7.0348977,167
b'D1',7.0349395,209
b'FA',7.0349832,250
b'7E',7.0350247,126
b'1E',7.0350668,30
b'A7',7.0351085,167
b'F1',7.0351519,241
b'DA',7.0351948,218
b'80',7.0352393,128
b'1D',7.0353706,29
b'A8',7.0354466,168
b'11',7.0354839,17
b'CA',7.0355204,202
b'81',7.0355603,129
b'1C',7.035602,28
b'98',7.0356399,152
b'11',7.0357025,17
b'A8',7.035742,168
b'84',7.0357901,132
b'17',7.0358277,23
b'88',7.038757,136
b'41',7.038895,65
b'68',7.0389367,104
b'84',7.0389753,132
b'15',7.0390133,21
b'88',7.0390509,136
b'41',7.0390904,65
b'4A',7.0391282,74
b'84',7.0391731,132
b'13',7.0392307,19
b'C8',7.0392854,200
b'41',7.0393222,65
b'3F',7.039359,63
b'86',7.0393957,134
b'13',7.039432,19
b'12',7.0394686,18
b'47',7.0395043,71
b'B5',7.0395395,181
b'A3',7.0395809,163
b'7C',7.0396197,124
b'5C',7.0396572,92
b'36',7.0396967,54
b'C5',7.0397384,197
b'F3',7.039777,243
b'5C',7.042779,92
b'61',7.0429641,97
b'34',7.0430047,52
b'C6',7.0430447,198
b'33',7.0431614,51
b'2C',7.0432014,44
b'6C',7.0432744,108
b'2C',7.0433123,44
b'C6',7.0433502,198
b'E2',7.043388,226
b'BC',7.0434259,188
b'6F',7.0434642,111
b'2A',7.0435025,42
b'B7',7.0435413,183
b'02',7.0435788,2
b'9B',7.0436172,155
b'71',7.043666,113
b'28',7.0437093,40
b'B7',7.0437474,183
b'22',7.0437853,34
b'7B',7.0438227,123
b'73',7.043861,115
b'25',7.0438993,37
b'A7',7.0439378,167
b'32',7.0468474,50
b'49',7.0469676,73
b'78',7.0470086,120
b'1C',7.0470481,28
b'87',7.047086,135
b'81',7.0471224,129
b'D8',7.0471671,216
b'78',7.0472049,120
b'1C',7.0472757,28
b'77',7.0473129,119
b'C1',7.0473497,193
b'B8',7.0473865,184
b'7A',7.047423,122
b'1B',7.0474601,27
b'87',7.0474971,135
b'B1',7.0475343,177
b'B8',7.0475715,184
b'7D',7.0476083,125
b'1B',7.047645,27
b'87',7.0476819,135
b'E1',7.0477188,225
b'B8',7.0477554,184
b'83',7.0477921,131
b'19',7.0478285,25
b'98',7.050999,152
b'41',7.0511307,65
b'89',7.0511771,137
b'85',7.0512406,133
b'18',7.0513018,24
b'98',7.0513439,152
b'61',7.0513864,97
b'89',7.0514289,137
b'87',7.0514704,135
b'16',7.0515126,22
b'A8',7.0515542,168
b'81',7.0516106,129
b'8C',7.0516535,140
b'88',7.0516944,136
b'17',7.0517348,23
b'F8',7.051776,248
b'91',7.051819,145
b'71',7.05186,113
b'E4',7.0519008,228
b'DD',7.0519418,221
b'59',7.051982,89
b'3A',7.0520232,58
b'C5',7.0520636,197
b'B3',7.0521041,179
b'8C',7.052145,140
b'5B',7.0551208,91
b'35',7.0552518,53
b'B5',7.0552974,181
b'C3',7.0553409,195
b'3A',7.0553828,58
b'64',7.0554307,100
b'2B',7.0554729,43
b'96',7.0555146,150
b'52',7.0555561,82
b'A9',7.0555976,169
b'66',7.0556387,102
b'29',7.0556802,41
b'96',7.0557208,150
b'82',7.0557623,130
b'89',7.0558035,137
b'6A',7.0558523,106
b'28',7.055906,40
b'A6',7.0559487,166
b'C2',7.0559905,194
b'8A',7.0560316,138
b'6E',7.0560731,110
b'27',7.0561136,39
b'A7',7.0561543,167
b'02',7.056195,2
b'7A',7.0593013,122
b'77',7.05953,119
b'22',7.0595718,34
b'A7',7.0596107,167
b'82',7.059649,130
b'2A',7.0596876,42
b'7A',7.0597976,122
b'21',7.0598394,33
b'A7',7.0598783,167
b'B2',7.0599224,178
b'1B',7.0599624,27
b'7C',7.0600009,124
b'20',7.0600395,32
b'A7',7.0600783,167
b'D1',7.0601162,209
b'FA',7.0601555,250
b'7E',7.0601935,126
b'1F',7.0602663,31
b'A7',7.0603049,167
b'E1',7.060343,225
b'EA',7.0603814,234
b'82',7.0604206,130
b'1A',7.0604584,26
b'98',7.0604963,152
b'21',7.0632223,33
b'98',7.0633459,152
b'82',7.0633875,130
b'18',7.0634267,24
b'88',7.0634635,136
b'21',7.0635006,33
b'77',7.0635369,119
b'82',7.0635724,130
b'16',7.0636279,22
b'78',7.0636946,120
b'21',7.0637665,33
b'57',7.0638193,87
b'82',7.0638717,130
b'15',7.0657377,21
b'78',7.0658202,120
b'31',7.0658607,49
b'51',7.0659094,81
b'44',7.0659496,68
b'FC',7.0659886,252
b'52',7.0660347,82
b'3C',7.0660733,60
b'C5',7.0661112,197
b'53',7.0661486,83
b'BC',7.0661865,188
b'58',7.0673446,88
b'3A',7.0674789,58
b'C5',7.0675214,197
b'A3',7.0675651,163
b'9C',7.0676056,156
b'64',7.0676447,100
b'32',7.0676917,50
b'C6',7.0677302,198
b'62',7.0677694,98
b'CC',7.0678087,204
b'68',7.0678474,104
b'30',7.0678888,48
b'C6',7.0679339,198
b'92',7.0679723,146
b'FB',7.0680107,251
b'71',7.0680492,113
b'2D',7.0680881,45
b'C6',7.0681552,198
b'C2',7.0681937,194
b'CC',7.0682314,204
b'6D',7.0682684,109
b'2B',7.0683062,43
b'B6',7.0683436,182
b'E2',7.0683961,226
b'9A',7.0715495,154
b'74',7.0717434,116
b'23',7.071788,35
b'97',7.0718301,151
b'42',7.0718706,66
b'29',7.0719119,41
b'74',7.0719646,116
b'20',7.0720229,32
b'87',7.0720793,135
b'41',7.0721399,65
b'F8',7.0721914,248
b'75',7.0722313,117
b'1E',7.0723165,30
b'87',7.0723651,135
b'61',7.0724153,97
b'B8',7.0724633,184
b'78',7.0725029,120
b'1D',7.0725406,29
b'87',7.0725781,135
b'91',7.0726153,145
b'D8',7.0726526,216
b'7F',7.0726896,127
b'1B',7.0727266,27
b'98',7.0727635,152
b'01',7.0757949,1
b'A9',7.0759681,169
b'81',7.0760063,129
b'1A',7.0760424,26
b'98',7.0760777,152
b'31',7.0761124,49
b'A9',7.0761469,169
b'84',7.0761815,132
b'1A',7.076216,26
b'A8',7.0762502,168
b'51',7.0762843,81
b'A9',7.0763566,169
b'86',7.0764651,134
b'19',7.076514,25
b'A8',7.0766823,168
b'61',7.0767306,97
b'91',7.0767671,145
b'05',7.0768021,5
b'9E',7.0768371,158
b'50',7.0768715,80
b'43',7.0769063,67
b'E5',7.0769459,229
b'24',7.0770234,36
b'1D',7.0770705,29
b'53',7.0799112,83
b'3F',7.0800442,63
b'C5',7.0800898,197
b'43',7.0801867,67
b'CB',7.0802242,203
b'5D',7.08026,93
b'33',7.0803327,51
b'A5',7.0803684,165
b'E3',7.0804034,227
b'1A',7.0804385,26
b'5F',7.080477,95
b'2F',7.080512,47
b'A6',7.0805466,166
b'02',7.0805817,2
b'DA',7.0806183,218
b'62',7.0806532,98
b'2D',7.0806879,45
b'A6',7.0807225,166
b'42',7.0807571,66
b'CA',7.0807947,202
b'66',7.0808314,102
b'2B',7.0808659,43
b'A6',7.0809003,166
b'92',7.0809348,146
b'BA',7.0837978,186
b'71',7.0839821,113
b'26',7.0840209,38
b'A7',7.0840568,167
b'22',7.084092,34
b'5A',7.0841267,90
b'74',7.084161,116
b'25',7.084196,37
b'A7',7.0842314,167
b'52',7.0842661,82
b'4B',7.0843379,75
b'77',7.084372,119
b'24',7.0844063,36
b'B7',7.0844405,183
b'82',7.0844746,130
b'3B',7.0845899,59
b'79',7.0846327,121
b'22',7.0846688,34
b'A7',7.0847056,167
b'A2',7.0847461,162
b'1A',7.0847836,26
b'7F',7.0848202,127
b'1E',7.0848573,30
b'A7',7.0848942,167
b'F1',7.087997,241
b'D9',7.0881749,217
b'7F',7.0882137,127
b'19',7.08825,25
b'97',7.0882852,151
b'F1',7.08832,241
b'A8',7.0883547,168
b'7F',7.0883889,127
b'19',7.088424,25
b'78',7.0884583,120
b'21',7.0884926,33
b'67',7.0885267,103
b'7F',7.0885607,127
b'17',7.0885949,23
b'78',7.0886291,120
b'01',7.0886626,1
b'77',7.0886987,119
b'84',7.0887352,132
b'15',7.0887689,21
b'98',7.0888025,152
b'51',7.0888365,81
b'5C',7.0888703,92
b'86',7.088904,134
b'15',7.0889376,21
b'F8',7.0920272,248
b'71',7.0921985,113
b'51',7.0922363,81
b'25',7.0922721,37
b'4C',7.0923079,76
b'5A',7.0923426,90
b'39',7.0923769,57
b'D5',7.0924111,213
b'C3',7.0924457,195
b'8C',7.0924799,140
b'5F',7.0925141,95
b'37',7.0925487,55
b'D6',7.0925829,214
b'13',7.092617,19
b'6D',7.0926542,109
b'63',7.092689,99
b'34',7.0927272,52
b'C6',7.0927684,198
b'43',7.0928099,67
b'3C',7.0928532,60
b'66',7.0928891,102
b'2C',7.0929237,44
b'C6',7.092958,198
b'73',7.0929923,115
b'0B',7.0960177,11
b'6E',7.0963129,110
b'29',7.096358,41
b'A6',7.0963952,166
b'F2',7.0964314,242
b'7A',7.0964667,122
b'6F',7.0965024,111
b'26',7.0965378,38
b'96',7.0965748,150
b'F2',7.0966098,242
b'49',7.0966445,73
b'70',7.0966794,112
b'23',7.096714,35
b'87',7.0967486,135
b'02',7.096783,2
b'18',7.0968178,24
b'71',7.0968575,113
b'21',7.096893,33
b'87',7.0969304,135
b'32',7.0969659,50
b'18',7.0970005,24
b'79',7.0970351,121
b'1D',7.0970696,29
b'97',7.0971041,151
b'B1',7.1001574,177
b'D9',7.1003688,217
b'7C',7.1004069,124
b'1D',7.1004431,29
b'97',7.1004783,151
b'D1',7.1005131,209
b'D9',7.1005484,217
b'7F',7.1005831,127
b'1D',7.1006178,29
b'A8',7.1006523,168
b'01',7.1006888,1
b'CA',7.100724,202
b'81',7.1007583,129
b'1C',7.1007924,28
b'A8',7.1008267,168
b'21',7.1008628,33
b'B9',7.1008984,185
b'86',7.1009328,134
b'19',7.1009669,25
b'A8',7.1010106,168
b'61',7.1010474,97
b'89',7.1010816,137
b'87',7.1011155,135
b'18',7.1011493,24
b'A8',7.1044985,168
b'71',7.1046445,113
b'7B',7.1046836,123
b'87',7.1047205,135
b'16',7.1047573,22
b'D8',7.1047942,216
b'71',7.1048312,113
b'5F',7.1048678,95
b'87',7.1049039,135
b'14',7.1049402,20
b'11',7.1049777,17
b'48',7.1050163,72
b'B5',7.1050525,181
b'73',7.1050941,115
b'5A',7.10513,90
b'59',7.1051661,89
b'34',7.1052018,52
b'A5',7.1052376,165
b'A3',7.1052732,163
b'3A',7.1053087,58
b'5D',7.105347,93
b'32',7.1053834,50
b'A5',7.1054187,165
b'F3',7.1054543,243
b'1A',7.105509,26
b'69',7.1084338,105
b'2B',7.1086096,43
b'A6',7.1086476,166
b'B2',7.1086836,178
b'AA',7.1087184,170
b'6D',7.1087533,109
b'2A',7.1087877,42
b'B6',7.108822,182
b'F2',7.108856,242
b'5B',7.1088896,91
b'70',7.1089232,112
b'29',7.108957,41
b'B7',7.1089905,183
b'22',7.1090247,34
b'8B',7.1090596,139
b'78',7.1091007,120
b'23',7.1091348,35
b'B7',7.1091718,183
b'42',7.1092062,66
b'6B',7.1092422,107
b'7A',7.1092783,122
b'22',7.1093128,34
b'A7',7.1093467,167
b'B2',7.1093805,178
b'1A',7.1126184,26
b'7B',7.1128389,123
b'20',7.1128788,32
b'A7',7.1129169,167
b'B1',7.1129543,177
b'E9',7.1129908,233
b'7B',7.113027,123
b'1D',7.1130636,29
b'87',7.113107,135
b'B1',7.113148,177
b'C8',7.1131905,200
b'7B',7.1132324,123
b'1B',7.1132744,27
b'87',7.1133109,135
b'B1',7.1133472,177
b'77',7.1133831,119
b'7F',7.113456,127
b'17',7.1134902,23
b'78',7.1135241,120
b'01',7.1135581,1
b'77',7.1135919,119
b'82',7.1136279,130
b'17',7.1136626,23
b'88',7.1136969,136
b'31',7.1166484,49
b'78',7.1168673,120
b'84',7.1169077,132
b'17',7.1169461,23
